SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018
50,4,8,16,29,Idaho,Caribou County,7037
50,4,8,16,31,Idaho,Cassia County,23791
50,4,8,16,33,Idaho,Clark County,851
50,4,8,16,35,Idaho,Clearwater County,8758
50,4,8,16,37,Idaho,Custer County,4250
50,4,8,16,39,Idaho,Elmore County,27362
50,4,8,16,41,Idaho,Franklin County,13704
50,4,8,16,43,Idaho,Fremont County,13155
50,4,8,16,45,Idaho,Gem County,17587
50,4,8,16,47,Idaho,Gooding County,15116
50,4,8,16,49,Idaho,Idaho County,16476
50,4,8,16,51,Idaho,Jefferson County,29405
50,4,8,16,53,Idaho,Jerome County,24066
50,4,8,16,55,Idaho,Kootenai County,161209
50,4,8,16,57,Idaho,Latah County,39829
50,4,8,16,59,Idaho,Lemhi County,7932
50,4,8,16,61,Idaho,Lewis County,3832
50,4,8,16,63,Idaho,Lincoln County,5398
50,4,8,16,65,Idaho,Madison County,39261
50,4,8,16,67,Idaho,Minidoka County,20719
50,4,8,16,69,Idaho,Nez Perce County,40256
50,4,8,16,71,Idaho,Oneida County,4462
50,4,8,16,73,Idaho,Owyhee County,11669
50,4,8,16,75,Idaho,Payette County,23507
50,4,8,16,77,Idaho,Power County,7700
50,4,8,16,79,Idaho,Shoshone County,12790
50,4,8,16,81,Idaho,Teton County,11651
50,4,8,16,83,Idaho,Twin Falls County,86029
50,4,8,16,85,Idaho,Valley County,11021
50,4,8,16,87,Idaho,Washington County,10115
40,2,3,17,0,Illinois,Illinois,12723071
50,2,3,17,1,Illinois,Adams County,65623
50,2,3,17,3,Illinois,Alexander County,6041
50,2,3,17,5,Illinois,Bond County,16637
50,2,3,17,7,Illinois,Boone County,53480
50,2,3,17,9,Illinois,Brown County,6563
50,2,3,17,11,Illinois,Bureau County,32959
50,2,3,17,13,Illinois,Calhoun County,4829
50,2,3,17,15,Illinois,Carroll County,14314
50,2,3,17,17,Illinois,Cass County,12312
50,2,3,17,19,Illinois,Champaign County,209918
50,2,3,17,21,Illinois,Christian County,32653
50,2,3,17,23,Illinois,Clark County,15600
50,2,3,17,25,Illinois,Clay County,13266
50,2,3,17,27,Illinois,Clinton County,37697
50,2,3,17,29,Illinois,Coles County,50829
50,2,3,17,31,Illinois,Cook County,5171960
50,2,3,17,33,Illinois,Crawford County,18830
50,2,3,17,35,Illinois,Cumberland County,10804
50,2,3,17,37,Illinois,DeKalb County,104349
50,2,3,17,39,Illinois,De Witt County,15794
50,2,3,17,41,Illinois,Douglas County,19458
50,2,3,17,43,Illinois,DuPage County,927247
50,2,3,17,45,Illinois,Edgar County,17360
50,2,3,17,47,Illinois,Edwards County,6387
50,2,3,17,49,Illinois,Effingham County,34181
50,2,3,17,51,Illinois,Fayette County,21368
50,2,3,17,53,Illinois,Ford County,13212
50,2,3,17,55,Illinois,Franklin County,38695
50,2,3,17,57,Illinois,Fulton County,34830
50,2,3,17,59,Illinois,Gallatin County,5045
50,2,3,17,61,Illinois,Greene County,13065
50,2,3,17,63,Illinois,Grundy County,50973
50,2,3,17,65,Illinois,Hamilton County,8148
50,2,3,17,67,Illinois,Hancock County,17828
50,2,3,17,69,Illinois,Hardin County,3893
50,2,3,17,71,Illinois,Henderson County,6697
50,2,3,17,73,Illinois,Henry County,49069
50,2,3,17,75,Illinois,Iroquois County,27484
50,2,3,17,77,Illinois,Jackson County,57289
50,2,3,17,79,Illinois,Jasper County,9624
50,2,3,17,81,Illinois,Jefferson County,37708
50,2,3,17,83,Illinois,Jersey County,21795
50,2,3,17,85,Illinois,Jo Daviess County,21331
50,2,3,17,87,Illinois,Johnson County,12423
50,2,3,17,89,Illinois,Kane County,532720
50,2,3,17,91,Illinois,Kankakee County,109953
50,2,3,17,93,Illinois,Kendall County,127717
50,2,3,17,95,Illinois,Knox County,49978
50,2,3,17,97,Illinois,Lake County,699587
50,2,3,17,99,Illinois,LaSalle County,109159
50,2,3,17,101,Illinois,Lawrence County,15813
50,2,3,17,103,Illinois,Lee County,34296
50,2,3,17,105,Illinois,Livingston County,35714
50,2,3,17,107,Illinois,Logan County,28912
50,2,3,17,109,Illinois,McDonough County,29984
50,2,3,17,111,Illinois,McHenry County,308251
50,2,3,17,113,Illinois,McLean County,172410
50,2,3,17,115,Illinois,Macon County,104504
50,2,3,17,117,Illinois,Macoupin County,45318
50,2,3,17,119,Illinois,Madison County,264026
50,2,3,17,121,Illinois,Marion County,37381
50,2,3,17,123,Illinois,Marshall County,11483
50,2,3,17,125,Illinois,Mason County,13533
50,2,3,17,127,Illinois,Massac County,14023
50,2,3,17,129,Illinois,Menard County,12289
50,2,3,17,131,Illinois,Mercer County,15551
50,2,3,17,133,Illinois,Monroe County,34373
50,2,3,17,135,Illinois,Montgomery County,28691
50,2,3,17,137,Illinois,Morgan County,34027
50,2,3,17,139,Illinois,Moultrie County,14648
50,2,3,17,141,Illinois,Ogle County,50781
50,2,3,17,143,Illinois,Peoria County,180620
50,2,3,17,145,Illinois,Perry County,21144
50,2,3,17,147,Illinois,Piatt County,16366
50,2,3,17,149,Illinois,Pike County,15595
50,2,3,17,151,Illinois,Pope County,4184
50,2,3,17,153,Illinois,Pulaski County,5434
50,2,3,17,155,Illinois,Putnam County,5736
50,2,3,17,157,Illinois,Randolph County,32177
50,2,3,17,159,Illinois,Richland County,15695
50,2,3,17,161,Illinois,Rock Island County,142621
50,2,3,17,163,Illinois,St. Clair County,261360
50,2,3,17,165,Illinois,Saline County,23789
50,2,3,17,167,Illinois,Sangamon County,195639
50,2,3,17,169,Illinois,Schuyler County,6870
50,2,3,17,171,Illinois,Scott County,4927
50,2,3,17,173,Illinois,Shelby County,21726
50,2,3,17,175,Illinois,Stark County,5418
50,2,3,17,177,Illinois,Stephenson County,44797
50,2,3,17,179,Illinois,Tazewell County,132450
50,2,3,17,181,Illinois,Union County,16832
50,2,3,17,183,Illinois,Vermilion County,76702
50,2,3,17,185,Illinois,Wabash County,11523
50,2,3,17,187,Illinois,Warren County,16992
50,2,3,17,189,Illinois,Washington County,13999
50,2,3,17,191,Illinois,Wayne County,16326
50,2,3,17,193,Illinois,White County,13618
50,2,3,17,195,Illinois,Whiteside County,55553
50,2,3,17,197,Illinois,Will County,691149
50,2,3,17,199,Illinois,Williamson County,66982
50,2,3,17,201,Illinois,Winnebago County,283630
50,2,3,17,203,Illinois,Woodford County,38527
40,2,3,18,0,Indiana,Indiana,6695497
50,2,3,18,1,Indiana,Adams County,35595
50,2,3,18,3,Indiana,Allen County,375079
50,2,3,18,5,Indiana,Bartholomew County,82722
50,2,3,18,7,Indiana,Benton County,8653
50,2,3,18,9,Indiana,Blackford County,11924
50,2,3,18,11,Indiana,Boone County,66930
50,2,3,18,13,Indiana,Brown County,15230
50,2,3,18,15,Indiana,Carroll County,20188
50,2,3,18,17,Indiana,Cass County,37895
50,2,3,18,19,Indiana,Clark County,117280
50,2,3,18,21,Indiana,Clay County,26175
50,2,3,18,23,Indiana,Clinton County,32192
50,2,3,18,25,Indiana,Crawford County,10594
50,2,3,18,27,Indiana,Daviess County,33278
50,2,3,18,29,Indiana,Dearborn County,49482
50,2,3,18,31,Indiana,Decatur County,26725
50,2,3,18,33,Indiana,DeKalb County,43208
50,2,3,18,35,Indiana,Delaware County,114297
50,2,3,18,37,Indiana,Dubois County,42674
50,2,3,18,39,Indiana,Elkhart County,205617
50,2,3,18,41,Indiana,Fayette County,23076
50,2,3,18,43,Indiana,Floyd County,77834
50,2,3,18,45,Indiana,Fountain County,16390
50,2,3,18,47,Indiana,Franklin County,22706
50,2,3,18,49,Indiana,Fulton County,20053
50,2,3,18,51,Indiana,Gibson County,33610
50,2,3,18,53,Indiana,Grant County,66039
50,2,3,18,55,Indiana,Greene County,32059
50,2,3,18,57,Indiana,Hamilton County,330311
50,2,3,18,59,Indiana,Hancock County,76478
50,2,3,18,61,Indiana,Harrison County,40214
50,2,3,18,63,Indiana,Hendricks County,166908
50,2,3,18,65,Indiana,Henry County,48131
50,2,3,18,67,Indiana,Howard County,82257
50,2,3,18,69,Indiana,Huntington County,36243
50,2,3,18,71,Indiana,Jackson County,44068
50,2,3,18,73,Indiana,Jasper County,33365
50,2,3,18,75,Indiana,Jay County,20727
50,2,3,18,77,Indiana,Jefferson County,32157
50,2,3,18,79,Indiana,Jennings County,27679
50,2,3,18,81,Indiana,Johnson County,156093
50,2,3,18,83,Indiana,Knox County,36596
50,2,3,18,85,Indiana,Kosciusko County,79416
50,2,3,18,87,Indiana,LaGrange County,39375
50,2,3,18,89,Indiana,Lake County,484440
50,2,3,18,91,Indiana,LaPorte County,109981
50,2,3,18,93,Indiana,Lawrence County,45630
50,2,3,18,95,Indiana,Madison County,129573
50,2,3,18,97,Indiana,Marion County,958700
50,2,3,18,99,Indiana,Marshall County,46296
50,2,3,18,101,Indiana,Martin County,10219
50,2,3,18,103,Indiana,Miami County,35646
50,2,3,18,105,Indiana,Monroe County,147230
50,2,3,18,107,Indiana,Montgomery County,38274
50,2,3,18,109,Indiana,Morgan County,70137
50,2,3,18,111,Indiana,Newton County,13986
50,2,3,18,113,Indiana,Noble County,47543
50,2,3,18,115,Indiana,Ohio County,5879
50,2,3,18,117,Indiana,Orange County,19548
50,2,3,18,119,Indiana,Owen County,20862
50,2,3,18,121,Indiana,Parke County,16978
50,2,3,18,123,Indiana,Perry County,19077
50,2,3,18,125,Indiana,Pike County,12388
50,2,3,18,127,Indiana,Porter County,169488
50,2,3,18,129,Indiana,Posey County,25554
50,2,3,18,131,Indiana,Pulaski County,12492
50,2,3,18,133,Indiana,Putnam County,37486
50,2,3,18,135,Indiana,Randolph County,24806
50,2,3,18,137,Indiana,Ripley County,28450
50,2,3,18,139,Indiana,Rush County,16635
50,2,3,18,141,Indiana,St. Joseph County,270972
50,2,3,18,143,Indiana,Scott County,23784
50,2,3,18,145,Indiana,Shelby County,44522
50,2,3,18,147,Indiana,Spencer County,20385
50,2,3,18,149,Indiana,Starke County,22951
50,2,3,18,151,Indiana,Steuben County,34487
50,2,3,18,153,Indiana,Sullivan County,20696
50,2,3,18,155,Indiana,Switzerland County,10731
50,2,3,18,157,Indiana,Tippecanoe County,193817
50,2,3,18,159,Indiana,Tipton County,15112
50,2,3,18,161,Indiana,Union County,7029
50,2,3,18,163,Indiana,Vanderburgh County,181120
50,2,3,18,165,Indiana,Vermillion County,15510
50,2,3,18,167,Indiana,Vigo County,107367
50,2,3,18,169,Indiana,Wabash County,31198
50,2,3,18,171,Indiana,Warren County,8280
50,2,3,18,173,Indiana,Warrick County,62474
50,2,3,18,175,Indiana,Washington County,27932
50,2,3,18,177,Indiana,Wayne County,66046
50,2,3,18,179,Indiana,Wells County,28083
50,2,3,18,181,Indiana,White County,24133
50,2,3,18,183,Indiana,Whitley County,34047
40,2,4,19,0,Iowa,Iowa,3148618
50,2,4,19,1,Iowa,Adair County,7074
50,2,4,19,3,Iowa,Adams County,3644
50,2,4,19,5,Iowa,Allamakee County,13852
50,2,4,19,7,Iowa,Appanoose County,12401
50,2,4,19,9,Iowa,Audubon County,5471
50,2,4,19,11,Iowa,Benton County,25625
50,2,4,19,13,Iowa,Black Hawk County,131723
50,2,4,19,15,Iowa,Boone County,26312
50,2,4,19,17,Iowa,Bremer County,24941
50,2,4,19,19,Iowa,Buchanan County,21178
50,2,4,19,21,Iowa,Buena Vista County,19826
50,2,4,19,23,Iowa,Butler County,14525
50,2,4,19,25,Iowa,Calhoun County,9711
50,2,4,19,27,Iowa,Carroll County,20153
50,2,4,19,29,Iowa,Cass County,12948
50,2,4,19,31,Iowa,Cedar County,18564
50,2,4,19,33,Iowa,Cerro Gordo County,42642
50,2,4,19,35,Iowa,Cherokee County,11295
50,2,4,19,37,Iowa,Chickasaw County,11952
50,2,4,19,39,Iowa,Clarke County,9502
50,2,4,19,41,Iowa,Clay County,16106
50,2,4,19,43,Iowa,Clayton County,17540
50,2,4,19,45,Iowa,Clinton County,46437
50,2,4,19,47,Iowa,Crawford County,17089
50,2,4,19,49,Iowa,Dallas County,89953
50,2,4,19,51,Iowa,Davis County,8972
50,2,4,19,53,Iowa,Decatur County,7890
50,2,4,19,55,Iowa,Delaware County,17081
50,2,4,19,57,Iowa,Des Moines County,39149
50,2,4,19,59,Iowa,Dickinson County,17121
50,2,4,19,61,Iowa,Dubuque County,96922
50,2,4,19,63,Iowa,Emmet County,9277
50,2,4,19,65,Iowa,Fayette County,19679
50,2,4,19,67,Iowa,Floyd County,15752
50,2,4,19,69,Iowa,Franklin County,10085
50,2,4,19,71,Iowa,Fremont County,6981
50,2,4,19,73,Iowa,Greene County,8965
50,2,4,19,75,Iowa,Grundy County,12272
50,2,4,19,77,Iowa,Guthrie County,10720
50,2,4,19,79,Iowa,Hamilton County,14886
50,2,4,19,81,Iowa,Hancock County,10710
50,2,4,19,83,Iowa,Hardin County,16937
50,2,4,19,85,Iowa,Harrison County,14105
50,2,4,19,87,Iowa,Henry County,20033
50,2,4,19,89,Iowa,Howard County,9172
50,2,4,19,91,Iowa,Humboldt County,9559
50,2,4,19,93,Iowa,Ida County,6846
50,2,4,19,95,Iowa,Iowa County,16155
50,2,4,19,97,Iowa,Jackson County,19427
50,2,4,19,99,Iowa,Jasper County,37189
50,2,4,19,101,Iowa,Jefferson County,18256
50,2,4,19,103,Iowa,Johnson County,150549
50,2,4,19,105,Iowa,Jones County,20673
50,2,4,19,107,Iowa,Keokuk County,10213
50,2,4,19,109,Iowa,Kossuth County,14878
50,2,4,19,111,Iowa,Lee County,33909
50,2,4,19,113,Iowa,Linn County,225763
50,2,4,19,115,Iowa,Louisa County,11153
50,2,4,19,117,Iowa,Lucas County,8617
50,2,4,19,119,Iowa,Lyon County,11815
50,2,4,19,121,Iowa,Madison County,16206
50,2,4,19,123,Iowa,Mahaska County,22018
50,2,4,19,125,Iowa,Marion County,33259
50,2,4,19,127,Iowa,Marshall County,39888
50,2,4,19,129,Iowa,Mills County,15068
50,2,4,19,131,Iowa,Mitchell County,10571
50,2,4,19,133,Iowa,Monona County,8659
50,2,4,19,135,Iowa,Monroe County,7768
50,2,4,19,137,Iowa,Montgomery County,9961
50,2,4,19,139,Iowa,Muscatine County,42874
50,2,4,19,141,Iowa,O'Brien County,13798
50,2,4,19,143,Iowa,Osceola County,6028
50,2,4,19,145,Iowa,Page County,15229
50,2,4,19,147,Iowa,Palo Alto County,8903
50,2,4,19,149,Iowa,Plymouth County,25024
50,2,4,19,151,Iowa,Pocahontas County,6714
50,2,4,19,153,Iowa,Polk County,485833
50,2,4,19,155,Iowa,Pottawattamie County,93264
50,2,4,19,157,Iowa,Poweshiek County,18467
50,2,4,19,159,Iowa,Ringgold County,4940
50,2,4,19,161,Iowa,Sac County,9705
50,2,4,19,163,Iowa,Scott County,172803
50,2,4,19,165,Iowa,Shelby County,11559
50,2,4,19,167,Iowa,Sioux County,34802
50,2,4,19,169,Iowa,Story County,96781
50,2,4,19,171,Iowa,Tama County,16869
50,2,4,19,173,Iowa,Taylor County,6160
50,2,4,19,175,Iowa,Union County,12298
50,2,4,19,177,Iowa,Van Buren County,7013
50,2,4,19,179,Iowa,Wapello County,34991
50,2,4,19,181,Iowa,Warren County,51014
50,2,4,19,183,Iowa,Washington County,22058
50,2,4,19,185,Iowa,Wayne County,6405
50,2,4,19,187,Iowa,Webster County,36339
50,2,4,19,189,Iowa,Winnebago County,10539
50,2,4,19,191,Iowa,Winneshiek County,20017
50,2,4,19,193,Iowa,Woodbury County,102515
50,2,4,19,195,Iowa,Worth County,7413
50,2,4,19,197,Iowa,Wright County,12690
40,2,4,20,0,Kansas,Kansas,2911359
50,2,4,20,1,Kansas,Allen County,12501
50,2,4,20,3,Kansas,Anderson County,7848
50,2,4,20,5,Kansas,Atchison County,16173
50,2,4,20,7,Kansas,Barber County,4465
50,2,4,20,9,Kansas,Barton County,26057
50,2,4,20,11,Kansas,Bourbon County,14542
50,2,4,20,13,Kansas,Brown County,9610
50,2,4,20,15,Kansas,Butler County,66833
50,2,4,20,17,Kansas,Chase County,2600
50,2,4,20,19,Kansas,Chautauqua County,3304
50,2,4,20,21,Kansas,Cherokee County,20035
50,2,4,20,23,Kansas,Cheyenne County,2645
50,2,4,20,25,Kansas,Clark County,1994
50,2,4,20,27,Kansas,Clay County,8003
50,2,4,20,29,Kansas,Cloud County,8734
50,2,4,20,31,Kansas,Coffey County,8232
50,2,4,20,33,Kansas,Comanche County,1736
50,2,4,20,35,Kansas,Cowley County,35149
50,2,4,20,37,Kansas,Crawford County,38911
50,2,4,20,39,Kansas,Decatur County,2860
50,2,4,20,41,Kansas,Dickinson County,18682
50,2,4,20,43,Kansas,Doniphan County,7658
50,2,4,20,45,Kansas,Douglas County,121109
50,2,4,20,47,Kansas,Edwards County,2820
50,2,4,20,49,Kansas,Elk County,2484
50,2,4,20,51,Kansas,Ellis County,28646
50,2,4,20,53,Kansas,Ellsworth County,6163
50,2,4,20,55,Kansas,Finney County,36528
50,2,4,20,57,Kansas,Ford County,33877
50,2,4,20,59,Kansas,Franklin County,25625
50,2,4,20,61,Kansas,Geary County,32777
50,2,4,20,63,Kansas,Gove County,2611
50,2,4,20,65,Kansas,Graham County,2475
50,2,4,20,67,Kansas,Grant County,7294
50,2,4,20,69,Kansas,Gray County,6076
50,2,4,20,71,Kansas,Greeley County,1229
50,2,4,20,73,Kansas,Greenwood County,6011
50,2,4,20,75,Kansas,Hamilton County,2600
50,2,4,20,77,Kansas,Harper County,5508
50,2,4,20,79,Kansas,Harvey County,34183
50,2,4,20,81,Kansas,Haskell County,3990
50,2,4,20,83,Kansas,Hodgeman County,1822
50,2,4,20,85,Kansas,Jackson County,13270
50,2,4,20,87,Kansas,Jefferson County,18856
50,2,4,20,89,Kansas,Jewell County,2845
50,2,4,20,91,Kansas,Johnson County,598127
50,2,4,20,93,Kansas,Kearny County,3941
50,2,4,20,95,Kansas,Kingman County,7220
50,2,4,20,97,Kansas,Kiowa County,2489
50,2,4,20,99,Kansas,Labette County,19906
50,2,4,20,101,Kansas,Lane County,1546
50,2,4,20,103,Kansas,Leavenworth County,81497
50,2,4,20,105,Kansas,Lincoln County,2998
50,2,4,20,107,Kansas,Linn County,9771
50,2,4,20,109,Kansas,Logan County,2812
50,2,4,20,111,Kansas,Lyon County,33300
50,2,4,20,113,Kansas,McPherson County,28528
50,2,4,20,115,Kansas,Marion County,11923
50,2,4,20,117,Kansas,Marshall County,9715
50,2,4,20,119,Kansas,Meade County,4098
50,2,4,20,121,Kansas,Miami County,33737
50,2,4,20,123,Kansas,Mitchell County,6110
50,2,4,20,125,Kansas,Montgomery County,32091
50,2,4,20,127,Kansas,Morris County,5557
50,2,4,20,129,Kansas,Morton County,2693
50,2,4,20,131,Kansas,Nemaha County,10125
50,2,4,20,133,Kansas,Neosho County,16025
50,2,4,20,135,Kansas,Ness County,2796
50,2,4,20,137,Kansas,Norton County,5419
50,2,4,20,139,Kansas,Osage County,15938
50,2,4,20,141,Kansas,Osborne County,3459
50,2,4,20,143,Kansas,Ottawa County,5752
50,2,4,20,145,Kansas,Pawnee County,6573
50,2,4,20,147,Kansas,Phillips County,5276
50,2,4,20,149,Kansas,Pottawatomie County,24209
50,2,4,20,151,Kansas,Pratt County,9340
50,2,4,20,153,Kansas,Rawlins County,2502
50,2,4,20,155,Kansas,Reno County,62331
50,2,4,20,157,Kansas,Republic County,4652
50,2,4,20,159,Kansas,Rice County,9483
50,2,4,20,161,Kansas,Riley County,74712
50,2,4,20,163,Kansas,Rooks County,4995
50,2,4,20,165,Kansas,Rush County,3056
50,2,4,20,167,Kansas,Russell County,6902
50,2,4,20,169,Kansas,Saline County,54387
50,2,4,20,171,Kansas,Scott County,4909
50,2,4,20,173,Kansas,Sedgwick County,513484
50,2,4,20,175,Kansas,Seward County,21902
50,2,4,20,177,Kansas,Shawnee County,177290
50,2,4,20,179,Kansas,Sheridan County,2522
50,2,4,20,181,Kansas,Sherman County,5917
50,2,4,20,183,Kansas,Smith County,3590
50,2,4,20,185,Kansas,Stafford County,4162
50,2,4,20,187,Kansas,Stanton County,2025
50,2,4,20,189,Kansas,Stevens County,5536
50,2,4,20,191,Kansas,Sumner County,23019
50,2,4,20,193,Kansas,Thomas County,7710
50,2,4,20,195,Kansas,Trego County,2797
50,2,4,20,197,Kansas,Wabaunsee County,6912
50,2,4,20,199,Kansas,Wallace County,1489
50,2,4,20,201,Kansas,Washington County,5450
50,2,4,20,203,Kansas,Wichita County,2112
50,2,4,20,205,Kansas,Wilson County,8666
50,2,4,20,207,Kansas,Woodson County,3184
50,2,4,20,209,Kansas,Wyandotte County,165321
40,3,6,21,0,Kentucky,Kentucky,4461153
50,3,6,21,1,Kentucky,Adair County,19199
50,3,6,21,3,Kentucky,Allen County,21122
50,3,6,21,5,Kentucky,Anderson County,22641
50,3,6,21,7,Kentucky,Ballard County,7992
50,3,6,21,9,Kentucky,Barren County,44115
50,3,6,21,11,Kentucky,Bath County,12444
50,3,6,21,13,Kentucky,Bell County,26487
50,3,6,21,15,Kentucky,Boone County,131901
50,3,6,21,17,Kentucky,Bourbon County,20116
50,3,6,21,19,Kentucky,Boyd County,47292
50,3,6,21,21,Kentucky,Boyle County,30082
50,3,6,21,23,Kentucky,Bracken County,8278
50,3,6,21,25,Kentucky,Breathitt County,12787
50,3,6,21,27,Kentucky,Breckinridge County,20309
50,3,6,21,29,Kentucky,Bullitt County,81009
50,3,6,21,31,Kentucky,Butler County,12743
50,3,6,21,33,Kentucky,Caldwell County,12716
50,3,6,21,35,Kentucky,Calloway County,38964
50,3,6,21,37,Kentucky,Campbell County,93464
50,3,6,21,39,Kentucky,Carlisle County,4739
50,3,6,21,41,Kentucky,Carroll County,10712
50,3,6,21,43,Kentucky,Carter County,27040
50,3,6,21,45,Kentucky,Casey County,15926
50,3,6,21,47,Kentucky,Christian County,70712
50,3,6,21,49,Kentucky,Clark County,36180
50,3,6,21,51,Kentucky,Clay County,20088
50,3,6,21,53,Kentucky,Clinton County,10152
50,3,6,21,55,Kentucky,Crittenden County,8896
50,3,6,21,57,Kentucky,Cumberland County,6693
50,3,6,21,59,Kentucky,Daviess County,100883
50,3,6,21,61,Kentucky,Edmonson County,12249
50,3,6,21,63,Kentucky,Elliott County,7499
50,3,6,21,65,Kentucky,Estill County,14150
50,3,6,21,67,Kentucky,Fayette County,322426
50,3,6,21,69,Kentucky,Fleming County,14485
50,3,6,21,71,Kentucky,Floyd County,35896
50,3,6,21,73,Kentucky,Franklin County,50801
50,3,6,21,75,Kentucky,Fulton County,6066
50,3,6,21,77,Kentucky,Gallatin County,8766
50,3,6,21,79,Kentucky,Garrard County,17519
50,3,6,21,81,Kentucky,Grant County,25065
50,3,6,21,83,Kentucky,Graves County,37319
50,3,6,21,85,Kentucky,Grayson County,26293
50,3,6,21,87,Kentucky,Green County,10998
50,3,6,21,89,Kentucky,Greenup County,35332
50,3,6,21,91,Kentucky,Hancock County,8738
50,3,6,21,93,Kentucky,Hardin County,110279
50,3,6,21,95,Kentucky,Harlan County,26309
50,3,6,21,97,Kentucky,Harrison County,18780
50,3,6,21,99,Kentucky,Hart County,18902
50,3,6,21,101,Kentucky,Henderson County,45512
50,3,6,21,103,Kentucky,Henry County,16061
50,3,6,21,105,Kentucky,Hickman County,4431
50,3,6,21,107,Kentucky,Hopkins County,45024
50,3,6,21,109,Kentucky,Jackson County,13403
50,3,6,21,111,Kentucky,Jefferson County,768101
50,3,6,21,113,Kentucky,Jessamine County,53757
50,3,6,21,115,Kentucky,Johnson County,22391
50,3,6,21,117,Kentucky,Kenton County,166292
50,3,6,21,119,Kentucky,Knott County,15076
50,3,6,21,121,Kentucky,Knox County,31300
50,3,6,21,123,Kentucky,Larue County,14299
50,3,6,21,125,Kentucky,Laurel County,60660
50,3,6,21,127,Kentucky,Lawrence County,15583
50,3,6,21,129,Kentucky,Lee County,7052
50,3,6,21,131,Kentucky,Leslie County,10151
50,3,6,21,133,Kentucky,Letcher County,21813
50,3,6,21,135,Kentucky,Lewis County,13268
50,3,6,21,137,Kentucky,Lincoln County,24612
50,3,6,21,139,Kentucky,Livingston County,9244
50,3,6,21,141,Kentucky,Logan County,26983
50,3,6,21,143,Kentucky,Lyon County,8171
50,3,6,21,145,Kentucky,McCracken County,65307
50,3,6,21,147,Kentucky,McCreary County,17290
50,3,6,21,149,Kentucky,McLean County,9258
50,3,6,21,151,Kentucky,Madison County,92107
50,3,6,21,153,Kentucky,Magoffin County,12323
50,3,6,21,155,Kentucky,Marion County,19326
50,3,6,21,157,Kentucky,Marshall County,31202
50,3,6,21,159,Kentucky,Martin County,11325
50,3,6,21,161,Kentucky,Mason County,17080
50,3,6,21,163,Kentucky,Meade County,28623
50,3,6,21,165,Kentucky,Menifee County,6437
50,3,6,21,167,Kentucky,Mercer County,21702
50,3,6,21,169,Kentucky,Metcalfe County,10070
50,3,6,21,171,Kentucky,Monroe County,10732
50,3,6,21,173,Kentucky,Montgomery County,28109
50,3,6,21,175,Kentucky,Morgan County,13372
50,3,6,21,177,Kentucky,Muhlenberg County,30811
50,3,6,21,179,Kentucky,Nelson County,45813
50,3,6,21,181,Kentucky,Nicholas County,7195
50,3,6,21,183,Kentucky,Ohio County,24064
50,3,6,21,185,Kentucky,Oldham County,66512
50,3,6,21,187,Kentucky,Owen County,10881
50,3,6,21,189,Kentucky,Owsley County,4474
50,3,6,21,191,Kentucky,Pendleton County,14588
50,3,6,21,193,Kentucky,Perry County,26208
50,3,6,21,195,Kentucky,Pike County,58492
50,3,6,21,197,Kentucky,Powell County,12371
50,3,6,21,199,Kentucky,Pulaski County,64584
50,3,6,21,201,Kentucky,Robertson County,2130
50,3,6,21,203,Kentucky,Rockcastle County,16823
50,3,6,21,205,Kentucky,Rowan County,24503
50,3,6,21,207,Kentucky,Russell County,17790
50,3,6,21,209,Kentucky,Scott County,55968
50,3,6,21,211,Kentucky,Shelby County,48059
50,3,6,21,213,Kentucky,Simpson County,18403
50,3,6,21,215,Kentucky,Spencer County,19021
50,3,6,21,217,Kentucky,Taylor County,25514
50,3,6,21,219,Kentucky,Todd County,12306
50,3,6,21,221,Kentucky,Trigg County,14658
50,3,6,21,223,Kentucky,Trimble County,8468
50,3,6,21,225,Kentucky,Union County,14471
50,3,6,21,227,Kentucky,Warren County,130750
50,3,6,21,229,Kentucky,Washington County,12023
50,3,6,21,231,Kentucky,Wayne County,20430
50,3,6,21,233,Kentucky,Webster County,13051
50,3,6,21,235,Kentucky,Whitley County,36101
50,3,6,21,237,Kentucky,Wolfe County,7199
50,3,6,21,239,Kentucky,Woodford County,26491
40,3,7,22,0,Louisiana,Louisiana,4659690
50,3,7,22,1,Louisiana,Acadia Parish,62214
50,3,7,22,3,Louisiana,Allen Parish,25567
50,3,7,22,5,Louisiana,Ascension Parish,124858
50,3,7,22,7,Louisiana,Assumption Parish,22279
50,3,7,22,9,Louisiana,Avoyelles Parish,40402
50,3,7,22,11,Louisiana,Beauregard Parish,37369
50,3,7,22,13,Louisiana,Bienville Parish,13343
50,3,7,22,15,Louisiana,Bossier Parish,127022
50,3,7,22,17,Louisiana,Caddo Parish,242833
50,3,7,22,19,Louisiana,Calcasieu Parish,203177
50,3,7,22,21,Louisiana,Caldwell Parish,9964
50,3,7,22,23,Louisiana,Cameron Parish,7013
50,3,7,22,25,Louisiana,Catahoula Parish,9606
50,3,7,22,27,Louisiana,Claiborne Parish,15895
50,3,7,22,29,Louisiana,Concordia Parish,19586
50,3,7,22,31,Louisiana,De Soto Parish,27426
50,3,7,22,33,Louisiana,East Baton Rouge Parish,442058
50,3,7,22,35,Louisiana,East Carroll Parish,6994
50,3,7,22,37,Louisiana,East Feliciana Parish,19286
50,3,7,22,39,Louisiana,Evangeline Parish,33496
